PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
308,0,2,"Passenger, Person 308",female,25.94587788129088,0,0,340308,38.32157730503177,,S
309,1,3,"Passenger, Person 309",male,38.207060121391486,0,0,340309,9.78403368910729,,S
310,1,2,"Passenger, Person 310",female,22.813896978973396,0,1,340310,5.793727023048496,,S
311,0,2,"Passenger, Person 311",male,42.33381081313004,1,0,340311,27.701393942057702,,C
312,1,1,"Passenger, Person 312",male,10.183294636422145,1,0,PC 17312,189.18818765188954,,C
313,1,1,"Passenger, Person 313",male,31.53250390342297,0,0,PC 17313,0.0,,S
314,0,3,"Passenger, Person 314",male,57.81447048634513,0,0,340314,35.38091830189899,C23 C25 C27,S
315,0,3,"Passenger, Person 315",female,15.195195793219165,0,1,340315,18.24694262555379,,S
316,1,3,"Passenger, Person 316",female,19.872697927389652,0,1,340316,25.0527986797523,,S
317,0,2,"Passenger, Person 317",male,37.15166382005427,0,0,340317,39.7319312555631,,S
318,0,1,"Passenger, Person 318",male,32.30393583812417,0,1,PC 17318,160.0141761312039,,S
319,1,1,"Passenger, Person 319",female,34.78413643946661,0,0,PC 17319,75.52822343340081,,S
320,0,2,"Passenger, Person 320",male,36.79321338714112,0,4,340320,36.4900758744884,,S
321,1,3,"Passenger, Person 321",male,38.903461294145664,0,0,340321,16.48059746858011,,S
322,1,3,"Passenger, Person 322",male,45.790647708365235,0,4,340322,25.675331973984036,,S
323,1,3,"Passenger, Person 323",female,35.642370525463434,0,0,340323,26.878630321587515,,S
324,1,2,"Passenger, Person 324",female,,0,0,340324,6.47834433035401,,S
325,0,3,"Passenger, Person 325",male,39.4523186674396,1,0,340325,22.41731245174707,,S
326,0,3,"Passenger, Person 326",male,57.248288055980616,0,5,340326,11.679188896352908,,S
327,1,3,"Passenger, Person 327",female,,0,1,340327,15.200097004624167,,S
328,1,3,"Passenger, Person 328",female,,0,0,340328,15.078020237270774,,S
329,1,2,"Passenger, Person 329",male,45.7526697046611,1,0,340329,21.790612828479656,C22 C26,S
330,1,2,"Passenger, Person 330",female,27.954473122672823,0,0,340330,40.46582905897751,,S
331,0,2,"Passenger, Person 331",male,0.42,0,0,340331,2.896180850377174,,S
332,0,3,"Passenger, Person 332",male,,0,0,340332,0.0,,C
333,1,1,"Passenger, Person 333",female,,1,0,PC 17333,0.0,,S
334,1,1,"Passenger, Person 334",male,28.387267406589668,3,1,PC 17334,167.54325258700126,,S
335,0,1,"Passenger, Person 335",male,34.51371479325071,0,0,PC 17335,23.821875634322538,,S
336,0,1,"Passenger, Person 336",male,32.462245356796466,1,1,PC 17336,94.46054462216114,,S
337,0,3,"Passenger, Person 337",male,39.98705134851607,2,0,340337,12.41811163462963,,S
338,1,3,"Passenger, Person 338",female,23.38544762673727,2,0,340338,3.9298734529602184,,S
339,0,3,"Passenger, Person 339",male,37.140034073553196,0,0,340339,23.046249613112685,,S
340,1,1,"Passenger, Person 340",female,25.9365731750332,0,0,PC 17340,74.20788847904402,,S
341,0,3,"Passenger, Person 341",male,40.41275197286879,0,0,340341,11.064914152577767,B96 B98,S
342,0,3,"Passenger, Person 342",male,38.62282851818927,1,0,340342,16.24158438514276,,S
343,0,1,"Passenger, Person 343",male,16.13613882035337,0,0,PC 17343,140.37022261738093,,C
344,1,2,"Passenger, Person 344",female,45.446740684537964,0,0,340344,8.193308834052178,B96 B98,S
345,0,2,"Passenger, Person 345",male,21.9285300458463,0,0,340345,32.007938515332725,,C
346,1,3,"Passenger, Person 346",female,41.416838075076605,1,0,340346,29.628388717506844,,S
347,1,3,"Passenger, Person 347",male,35.025666044319436,1,1,340347,0.0,,S
348,1,1,"Passenger, Person 348",female,,0,2,PC 17348,105.85732037197087,,S
349,0,2,"Passenger, Person 349",male,26.459743255608142,1,0,340349,16.696011239354746,,S
350,1,3,"Passenger, Person 350",female,24.634906456286135,0,0,340350,21.37153638792154,,C
351,1,3,"Passenger, Person 351",female,,1,0,340351,0.2967486622046369,,C
352,1,3,"Passenger, Person 352",female,25.30389314890301,0,2,340352,31.59832048207933,,S
353,0,3,"Passenger, Person 353",female,,0,0,340353,0.0,,C
354,1,1,"Passenger, Person 354",female,6.263496177669475,2,0,PC 17354,65.09608669743035,,S
355,0,1,"Passenger, Person 355",male,,0,0,PC 17355,118.0250939276381,,S
356,0,3,"Passenger, Person 356",male,14.216857637101699,1,0,340356,6.130294683716925,B96 B98,Q
357,1,1,"Passenger, Person 357",male,,0,0,PC 17357,18.36467922035108,B96 B98,C
358,1,3,"Passenger, Person 358",female,54.503893902437916,0,1,340358,16.124592002935763,,S
359,0,3,"Passenger, Person 359",male,28.18548633120666,0,0,340359,14.535359119901884,C23 C25 C27,C
360,0,3,"Passenger, Person 360",female,27.252085013744846,0,0,340360,13.745319863566644,,Q
361,0,2,"Passenger, Person 361",male,30.71575636514113,0,0,340361,31.82295064905314,,C
362,0,3,"Passenger, Person 362",male,46.54723538781876,0,0,340362,9.340800372291765,F2,C
363,0,3,"Passenger, Person 363",male,16.253379554236677,0,2,340363,17.19551914774505,,C
364,1,3,"Passenger, Person 364",female,,0,0,340364,8.107369108966036,,S
365,0,3,"Passenger, Person 365",male,,4,1,340365,4.33737565587651,,C
366,0,2,"Passenger, Person 366",male,36.96586546412775,4,0,340366,16.95813782962976,C23 C25 C27,S
367,0,3,"Passenger, Person 367",male,32.44893344068178,0,0,340367,8.193582940870051,,C
368,1,3,"Passenger, Person 368",male,44.21516834222355,1,2,340368,8.743158187209405,C22 C26,S
369,1,1,"Passenger, Person 369",male,0.42,0,0,PC 17369,175.0455385885686,E101,S
370,0,1,"Passenger, Person 370",male,39.52919213319816,0,1,PC 17370,64.32993058522678,,S
371,1,1,"Passenger, Person 371",female,20.215902594652356,1,0,PC 17371,32.443279562170545,B96 B98,S
372,0,1,"Passenger, Person 372",male,3.155822995581374,3,1,PC 17372,86.34014437574328,,S
373,1,1,"Passenger, Person 373",male,37.11243769311222,0,0,PC 17373,92.27977925201579,,Q
374,0,3,"Passenger, Person 374",male,,1,0,340374,0.6243064744652145,,Q
375,1,1,"Passenger, Person 375",male,27.70699653789847,0,1,PC 17375,60.87431078994021,E101,S
376,0,2,"Passenger, Person 376",male,43.516680934442604,8,2,340376,16.257103786718236,E101,Q
377,0,3,"Passenger, Person 377",male,53.078034740835356,0,2,340377,11.786412989206791,,C
378,1,1,"Passenger, Person 378",male,48.766259576968686,0,1,PC 17378,140.74121309696287,B96 B98,S
379,0,3,"Passenger, Person 379",male,53.47948567588519,0,1,340379,15.183390582791708,,S
380,1,2,"Passenger, Person 380",female,40.460848620542436,1,0,340380,36.6231855160093,D,C
381,1,1,"Passenger, Person 381",female,,0,0,PC 17381,83.2404922406724,,S
382,1,3,"Passenger, Person 382",female,6.471495727491057,2,0,340382,33.216960084180705,E101,C
383,0,3,"Passenger, Person 383",male,26.132093922115747,0,0,340383,8.611474848951818,,C
384,0,3,"Passenger, Person 384",male,17.472924367915223,0,0,340384,5.214813807183633,,C
385,0,3,"Passenger, Person 385",male,61.178669403718295,0,0,340385,19.700329422546712,,S
386,0,3,"Passenger, Person 386",male,,0,0,340386,28.684901312115194,E101,S
387,1,2,"Passenger, Person 387",female,31.486469698375043,0,0,340387,2.735557040392054,,S
388,1,1,"Passenger, Person 388",male,,0,0,PC 17388,68.78472943928342,,S
389,0,3,"Passenger, Person 389",male,30.33223547240058,0,0,340389,6.961398604055421,E101,S
390,0,3,"Passenger, Person 390",male,54.278240086245916,0,0,340390,15.251361142912877,,S
391,1,3,"Passenger, Person 391",female,20.671584254850448,0,1,340391,13.790197158493452,,S
392,0,2,"Passenger, Person 392",male,32.52180810094002,1,0,340392,38.14995621916037,,C
393,0,2,"Passenger, Person 393",male,18.9341765073783,1,0,340393,19.25073769262782,,S
394,0,3,"Passenger, Person 394",male,10.559673587299764,0,0,340394,28.80262508867252,,S
395,0,2,"Passenger, Person 395",male,20.82934818187336,0,0,340395,16.563695631757085,,S
396,0,3,"Passenger, Person 396",male,29.162966442798027,0,0,340396,23.87130062615738,,S
397,0,3,"Passenger, Person 397",male,23.47511774449973,0,0,340397,16.19529330950391,,S
398,0,2,"Passenger, Person 398",male,,0,0,340398,43.14851018288478,,C
399,1,3,"Passenger, Person 399",male,9.308396776758409,0,0,340399,0.0,,S
400,0,3,"Passenger, Person 400",male,28.494969196883925,0,0,340400,0.877565104641929,,S
401,1,1,"Passenger, Person 401",male,7.881554576550467,0,2,PC 17401,227.01653820335414,,S
402,0,3,"Passenger, Person 402",male,40.72081147349924,0,2,340402,5.614083971650108,,C
403,0,3,"Passenger, Person 403",female,30.895376417550295,1,0,340403,6.312163061165522,,C
404,1,3,"Passenger, Person 404",female,8.565503257758506,4,0,340404,4.047040559501602,,Q
405,0,2,"Passenger, Person 405",male,,0,0,340405,35.58979743493841,C22 C26,C
406,1,3,"Passenger, Person 406",male,18.793732118936543,0,0,340406,0.0,,Q
407,1,2,"Passenger, Person 407",male,34.32803040107812,1,2,340407,20.951855359609592,,C
408,0,1,"Passenger, Person 408",male,,2,0,PC 17408,63.43149790111806,D,S
409,1,3,"Passenger, Person 409",female,2.509999190136703,0,1,340409,25.08167141854878,,S
410,1,1,"Passenger, Person 410",male,,0,0,PC 17410,40.182752338131706,C22 C26,S
411,1,2,"Passenger, Person 411",female,27.378074464283713,0,4,340411,26.058543528472562,,S
412,0,3,"Passenger, Person 412",male,39.43443110853175,0,0,340412,0.7966220928500332,,S
413,1,3,"Passenger, Person 413",male,32.791351109446495,0,1,340413,38.69335142544921,,S
414,1,3,"Passenger, Person 414",female,18.796444689787123,0,0,340414,11.044484428809202,,C
415,1,3,"Passenger, Person 415",female,,0,0,340415,13.776398333739039,,Q
416,0,2,"Passenger, Person 416",female,18.157625076349408,0,0,340416,42.17180666505705,E101,S
417,1,2,"Passenger, Person 417",female,45.302103509679675,1,0,340417,13.033253934032277,,S
418,0,2,"Passenger, Person 418",male,30.00901890574316,0,2,340418,42.33597045820201,,Q
419,0,3,"Passenger, Person 419",female,57.26726494341861,0,2,340419,9.153817084482432,,S
420,0,3,"Passenger, Person 420",male,28.820418199688,0,1,340420,21.068680022033853,,C
421,0,3,"Passenger, Person 421",female,,0,0,340421,7.380501958247713,,S
422,1,3,"Passenger, Person 422",male,,4,1,340422,0.0,C23 C25 C27,S
423,1,1,"Passenger, Person 423",female,3.5544746942887957,0,0,PC 17423,116.48835934216804,,S
424,0,3,"Passenger, Person 424",male,,0,0,340424,20.71893741081886,,C
425,0,1,"Passenger, Person 425",male,33.57333643966651,1,0,PC 17425,0.0,,S
426,0,3,"Passenger, Person 426",male,37.07651283683404,0,0,340426,10.302358492004167,B96 B98,S
427,1,2,"Passenger, Person 427",female,,1,0,340427,36.26986649997979,,S
428,0,3,"Passenger, Person 428",male,42.67805555410367,0,0,340428,20.281308458762712,C23 C25 C27,S
429,0,2,"Passenger, Person 429",male,,0,0,340429,15.52220497680734,,Q
430,0,1,"Passenger, Person 430",male,31.828498673790467,0,1,PC 17430,37.54299527251247,,C
431,0,1,"Passenger, Person 431",male,,0,0,PC 17431,236.11305736051258,E101,S
432,1,3,"Passenger, Person 432",female,42.70417008005021,1,0,340432,0.0,,S
433,0,3,"Passenger, Person 433",male,,1,0,340433,13.028815681505371,C22 C26,S
434,1,1,"Passenger, Person 434",female,16.77771273147833,0,0,PC 17434,0.0,B96 B98,C
435,0,1,"Passenger, Person 435",male,0.42,0,0,PC 17435,186.70554229785395,,C
436,0,3,"Passenger, Person 436",male,19.272276870984907,1,0,340436,13.601640265708296,,S
437,1,1,"Passenger, Person 437",female,,2,0,PC 17437,98.04757861201587,,C
438,1,3,"Passenger, Person 438",female,,0,0,340438,44.1378154059037,,S
439,0,3,"Passenger, Person 439",male,27.796773977161582,0,0,340439,7.151800566899674,,Q
440,0,1,"Passenger, Person 440",male,30.814352302902137,0,1,PC 17440,220.53892129656563,,Q
441,1,1,"Passenger, Person 441",female,26.43958826378286,1,0,PC 17441,53.6729106761613,,C
442,0,3,"Passenger, Person 442",male,20.27496257805983,0,0,340442,11.111362966566118,,C
443,1,2,"Passenger, Person 443",female,32.14549274351755,0,1,340443,54.95627833606779,,S
444,0,2,"Passenger, Person 444",female,36.10813941875643,1,0,340444,18.565825095598246,,C
445,1,3,"Passenger, Person 445",female,13.889213377078732,0,0,340445,0.0,C22 C26,S
446,1,3,"Passenger, Person 446",male,50.158519506320914,0,1,340446,16.781106669389438,C22 C26,S
447,1,3,"Passenger, Person 447",female,28.270472081878204,0,0,340447,11.779894923162951,,S
448,0,3,"Passenger, Person 448",male,29.97331953270029,0,0,340448,17.718054259072463,,C
449,0,2,"Passenger, Person 449",male,39.96910913722008,0,0,340449,18.923228686738998,,S
450,0,1,"Passenger, Person 450",male,33.08163390332078,0,0,PC 17450,256.9624800639716,,S
451,0,3,"Passenger, Person 451",male,43.52048119174205,0,0,340451,19.804094227195293,,S
452,1,3,"Passenger, Person 452",female,33.86330039542645,0,0,340452,1.8553890950160015,,S
453,1,2,"Passenger, Person 453",female,20.81965806771365,1,0,340453,22.279108426310106,B96 B98,S
454,1,3,"Passenger, Person 454",female,34.941801115488474,1,0,340454,4.884071934162572,,C
455,0,1,"Passenger, Person 455",male,13.115969993850404,0,0,PC 17455,64.8283202847696,F2,C
456,0,3,"Passenger, Person 456",male,,0,0,340456,3.6651521837649494,,S
457,0,1,"Passenger, Person 457",male,29.21816513565532,0,0,PC 17457,248.50524481006977,,C
458,1,3,"Passenger, Person 458",female,26.682305569548173,0,0,340458,6.074769233039561,,C
459,1,1,"Passenger, Person 459",male,27.836206084135505,0,0,PC 17459,137.78001945554269,,S
460,1,1,"Passenger, Person 460",female,2.4131888402842323,0,2,PC 17460,58.918605093623086,,C
461,0,1,"Passenger, Person 461",male,21.743488837756058,0,0,PC 17461,0.0,,Q
462,0,3,"Passenger, Person 462",male,,0,0,340462,15.854142331894575,,S
463,0,3,"Passenger, Person 463",female,,0,0,340463,18.087610207942774,,S
464,0,3,"Passenger, Person 464",male,14.798710456573607,1,0,340464,19.82489186029965,A10,Q
465,1,3,"Passenger, Person 465",female,48.05276369253816,0,2,340465,0.0,B96 B98,S
466,1,2,"Passenger, Person 466",female,17.14046470088974,0,0,340466,4.607005722301816,,S
467,0,2,"Passenger, Person 467",male,,0,2,340467,33.1082113472845,,S
468,0,3,"Passenger, Person 468",male,35.89431824713943,1,0,340468,3.5203234113032886,A10,S
469,0,1,"Passenger, Person 469",male,20.329704007264855,1,0,PC 17469,99.97963592418867,,C
470,0,3,"Passenger, Person 470",female,,0,0,340470,0.0,,S
471,0,1,"Passenger, Person 471",male,12.392265939531038,0,1,PC 17471,141.21488596835835,,S
472,0,3,"Passenger, Person 472",male,,0,0,340472,23.923965555951316,,S
473,0,1,"Passenger, Person 473",male,44.20844361162318,0,0,PC 17473,141.2389726814446,,S
474,1,3,"Passenger, Person 474",female,19.97600696838865,0,0,340474,25.03812493588957,D,S
475,0,3,"Passenger, Person 475",male,49.890746850932764,1,0,340475,30.882901593894857,C22 C26,S
476,1,3,"Passenger, Person 476",female,26.074325538315183,0,2,340476,0.7651845523012808,,C
477,1,1,"Passenger, Person 477",female,33.88605762455793,1,0,PC 17477,22.633589370193732,,S
478,0,3,"Passenger, Person 478",male,33.4746666621827,0,0,340478,23.55297927334174,,S
479,0,3,"Passenger, Person 479",male,,0,0,340479,26.11241749021229,,S
480,1,3,"Passenger, Person 480",female,41.45671996081684,1,0,340480,6.262227510708819,D,S
481,0,3,"Passenger, Person 481",male,41.20558644800709,0,2,340481,5.497253281418574,,S
482,1,3,"Passenger, Person 482",female,4.346286388046378,0,0,340482,6.5056516107644375,,S
483,1,3,"Passenger, Person 483",male,48.61293352173321,0,0,340483,0.0,,C
484,0,3,"Passenger, Person 484",male,5.593866173482722,0,1,340484,0.0,,S
485,1,3,"Passenger, Person 485",female,44.67191996295403,8,0,340485,0.0,,C
486,1,3,"Passenger, Person 486",male,46.03722448399996,0,0,340486,10.444916788138032,,S
487,0,1,"Passenger, Person 487",male,,5,0,PC 17487,105.27524823504847,,Q
488,1,2,"Passenger, Person 488",male,23.743192824658518,4,0,340488,26.29514681135084,,S
489,0,3,"Passenger, Person 489",male,13.66728230695393,1,0,340489,8.085815213967509,,S
490,0,3,"Passenger, Person 490",male,26.583645060813335,0,2,340490,8.356141720910331,C23 C25 C27,S
491,0,3,"Passenger, Person 491",male,25.23350287930675,0,0,340491,15.040276446663874,,S
492,0,3,"Passenger, Person 492",female,41.00507771790543,1,0,340492,0.0,,S
493,0,2,"Passenger, Person 493",male,48.699476818734325,0,2,340493,33.132726917080156,C23 C25 C27,Q
494,0,1,"Passenger, Person 494",female,49.937415256454365,0,0,PC 17494,184.41005176311313,,S
495,0,3,"Passenger, Person 495",male,21.54856361461462,0,0,340495,6.798612985431562,,S
496,0,2,"Passenger, Person 496",female,26.666282830704347,0,0,340496,15.480329928465872,,C
497,0,3,"Passenger, Person 497",male,5.290146212796223,0,2,340497,27.35643447329686,,S
498,1,1,"Passenger, Person 498",female,18.014884035805263,0,0,PC 17498,74.55197590278785,,C
499,1,3,"Passenger, Person 499",male,,0,1,340499,20.150699905467924,,S
500,1,3,"Passenger, Person 500",male,53.12595094144936,1,1,340500,12.664640668191486,,S
501,0,3,"Passenger, Person 501",male,11.80194135774113,0,0,340501,30.799381273283018,,S
502,0,3,"Passenger, Person 502",male,21.109268242283033,2,0,340502,19.070875910766453,C23 C25 C27,S
503,0,2,"Passenger, Person 503",male,29.317116524095557,1,1,340503,27.7795250349495,,S
504,0,3,"Passenger, Person 504",male,33.76233680288429,1,0,340504,19.909371926069454,,C
505,1,3,"Passenger, Person 505",female,17.96074896113613,0,1,340505,7.573748900395164,,S
506,0,1,"Passenger, Person 506",male,,1,2,PC 17506,48.01734732004226,,S
507,0,3,"Passenger, Person 507",male,22.829329467471716,0,0,340507,491.63940908971415,,Q
508,0,3,"Passenger, Person 508",male,29.49044207226495,1,0,340508,15.070541123769793,,S
509,1,3,"Passenger, Person 509",female,37.62112159605364,0,1,340509,0.726278914070497,,C
510,0,3,"Passenger, Person 510",male,29.793122912258596,1,1,340510,34.28414867087258,,Q
511,0,3,"Passenger, Person 511",male,23.372404587364755,8,0,340511,24.438790540268098,,C
512,0,2,"Passenger, Person 512",male,28.11065784307545,0,0,340512,21.149142209985246,,C
513,1,3,"Passenger, Person 513",female,,0,0,340513,10.671489200200389,,S
514,1,3,"Passenger, Person 514",female,24.33484006670914,1,0,340514,15.86543443283091,,S
515,1,1,"Passenger, Person 515",male,25.947457091327014,0,0,PC 17515,124.51656773427933,,C
516,1,1,"Passenger, Person 516",female,52.8803839723184,1,0,PC 17516,0.0,,S
517,1,2,"Passenger, Person 517",female,37.83333199514796,0,0,340517,479.37706840184313,E101,S
518,1,3,"Passenger, Person 518",male,25.415535388577172,0,0,340518,4.9912725991638816,,C
519,1,3,"Passenger, Person 519",female,39.80583886540567,4,0,340519,13.65903803712367,B96 B98,S
520,1,1,"Passenger, Person 520",male,24.859617398537853,0,0,PC 17520,86.86961685677339,C22 C26,Q
521,0,3,"Passenger, Person 521",male,46.7103072450063,1,0,340521,35.64535240557736,,C
522,0,2,"Passenger, Person 522",male,35.05981178687236,0,0,340522,19.51439006691297,F2,C
523,0,3,"Passenger, Person 523",male,,0,0,340523,31.15358023788992,A10,C
524,0,3,"Passenger, Person 524",male,,0,0,340524,18.154002164072253,,C
525,1,3,"Passenger, Person 525",female,6.922295795006759,0,0,340525,3.099266515734558,E101,C
526,0,3,"Passenger, Person 526",male,13.361871700807823,1,0,340526,15.161782149130849,,S
527,0,2,"Passenger, Person 527",male,,0,2,340527,19.11938661770614,,S
528,0,2,"Passenger, Person 528",male,31.772674874073747,0,0,340528,6.567083696245022,,C
529,1,1,"Passenger, Person 529",female,54.821467492533834,0,2,PC 17529,112.05237601883485,,C
530,1,3,"Passenger, Person 530",male,62.05385211979317,1,0,340530,13.923130248348414,E101,S
531,0,3,"Passenger, Person 531",male,,0,0,340531,19.80063876004394,E101,S
532,0,3,"Passenger, Person 532",male,36.96224488669463,1,2,340532,15.806880575581463,,S
533,0,3,"Passenger, Person 533",male,3.5846628547852846,0,0,340533,317.6289484738019,,S
534,0,3,"Passenger, Person 534",female,21.831229903856684,0,0,340534,22.13167391519346,,Q
535,1,3,"Passenger, Person 535",female,,1,0,340535,6.81161891721063,,Q
536,0,3,"Passenger, Person 536",male,20.697709825358817,0,0,340536,0.0,,S
537,1,3,"Passenger, Person 537",female,27.26191463052055,0,0,340537,15.095182427496384,,S
538,0,2,"Passenger, Person 538",male,22.854686623391654,0,0,340538,13.457041545958134,,S
539,1,3,"Passenger, Person 539",female,1.0001527495510771,0,0,340539,17.883435548362982,,C
540,1,1,"Passenger, Person 540",male,40.54469871370424,1,0,PC 17540,240.06199540329774,,S
541,1,3,"Passenger, Person 541",male,14.145226126772805,0,3,340541,35.985136624628645,,S
542,0,3,"Passenger, Person 542",male,33.169079529611665,1,0,340542,11.863647855559762,,S
543,1,1,"Passenger, Person 543",female,59.774198711374616,0,0,PC 17543,19.681816642807664,,S
544,0,3,"Passenger, Person 544",male,16.36892342199686,0,1,340544,20.11151610109714,,S
545,0,3,"Passenger, Person 545",male,0.42,2,0,340545,9.6075184894701,,S
546,0,2,"Passenger, Person 546",male,25.55293878273839,0,0,340546,25.753094790510254,,S
547,1,1,"Passenger, Person 547",female,45.66391470747928,0,0,PC 17547,32.60286054630537,,S
548,0,3,"Passenger, Person 548",male,58.09603808619861,0,0,340548,16.437616576250274,,S
549,1,3,"Passenger, Person 549",female,11.871530880439956,0,0,340549,4.748284324771761,,C
550,1,3,"Passenger, Person 550",female,36.902138736929565,0,1,340550,26.70678757634613,,C
551,0,3,"Passenger, Person 551",male,22.952998376689226,0,3,340551,7.190245401721263,A10,C
552,1,3,"Passenger, Person 552",female,,0,0,340552,20.95212789308466,E101,Q
553,0,3,"Passenger, Person 553",male,68.042978531747,0,0,340553,0.0,,S
554,1,3,"Passenger, Person 554",female,,0,0,340554,22.272912422717603,,S
555,0,3,"Passenger, Person 555",male,33.379225091671316,0,0,340555,3.0497752380497953,,S
556,0,2,"Passenger, Person 556",female,36.481550990598784,0,2,340556,24.05529849066862,B96 B98,C
557,1,1,"Passenger, Person 557",female,,0,0,PC 17557,163.95967592114295,,Q
558,1,1,"Passenger, Person 558",female,31.12075572532798,4,0,PC 17558,68.55133391257122,,S
559,1,3,"Passenger, Person 559",female,34.16673282280948,0,1,340559,2.359163981794735,C23 C25 C27,S
560,1,3,"Passenger, Person 560",male,24.021095772384033,1,0,340560,19.14493757849513,,S
561,0,3,"Passenger, Person 561",male,33.60234064805405,0,0,340561,4.429204611147974,,C
562,1,1,"Passenger, Person 562",female,,0,0,PC 17562,52.61884326261619,,S
563,0,1,"Passenger, Person 563",male,38.71279240291273,0,1,PC 17563,104.85608744066673,C22 C26,S
564,0,1,"Passenger, Person 564",male,24.340650127367308,0,0,PC 17564,190.28273081640103,B96 B98,S
565,0,2,"Passenger, Person 565",female,35.167955711581705,0,1,340565,21.005193599393095,,S
566,1,3,"Passenger, Person 566",female,,0,0,340566,13.931432608296358,B96 B98,C
567,1,2,"Passenger, Person 567",female,,0,1,340567,30.24766761709707,,S
568,0,2,"Passenger, Person 568",male,28.95479100796695,2,1,340568,21.31483465674896,,C
569,0,3,"Passenger, Person 569",female,3.9910292110002183,0,0,340569,20.670832198161882,C22 C26,S
570,0,2,"Passenger, Person 570",male,47.997861760352876,0,0,340570,399.80915836982194,,C
571,0,3,"Passenger, Person 571",female,16.566881637492024,1,0,340571,10.074891347052006,,C
572,0,3,"Passenger, Person 572",male,20.220388089592113,0,0,340572,0.0,E101,S
573,1,2,"Passenger, Person 573",female,,0,0,340573,10.026947783388938,,S
574,1,3,"Passenger, Person 574",female,49.62935235097685,1,0,340574,26.97550211918833,C22 C26,C
575,1,3,"Passenger, Person 575",male,0.42,1,0,340575,13.308587404625804,,S
576,0,3,"Passenger, Person 576",female,75.19735373806992,1,0,340576,9.94956701979311,,C
577,0,1,"Passenger, Person 577",male,45.01282373145775,0,0,PC 17577,175.1592294698502,C23 C25 C27,C
578,1,3,"Passenger, Person 578",female,,0,0,340578,12.565425921471146,C23 C25 C27,C
579,0,3,"Passenger, Person 579",female,,3,0,340579,0.0,C23 C25 C27,S
580,0,2,"Passenger, Person 580",male,,0,1,340580,1.0910732068915359,,S
581,1,3,"Passenger, Person 581",female,37.25627521150041,0,0,340581,18.285128228985965,,S
582,1,3,"Passenger, Person 582",female,39.05562599627583,0,0,340582,12.94419964245801,,S
583,0,3,"Passenger, Person 583",male,37.756264757050005,0,2,340583,29.68122126712144,,C
584,0,2,"Passenger, Person 584",male,30.998919878201107,0,0,340584,11.127507110545702,,C
585,1,3,"Passenger, Person 585",female,26.83859290554377,0,2,340585,10.27549161795826,,S
586,1,2,"Passenger, Person 586",female,27.50653738702408,0,0,340586,9.161460050219741,,C
587,1,1,"Passenger, Person 587",female,,0,0,PC 17587,43.54365414092469,F2,S
588,1,1,"Passenger, Person 588",female,,1,0,PC 17588,328.08709194608144,,S
589,1,1,"Passenger, Person 589",male,38.3065724730725,0,0,PC 17589,54.066596204058534,C22 C26,Q
590,1,1,"Passenger, Person 590",female,0.42,0,0,PC 17590,80.10422862594767,E101,Q
591,0,1,"Passenger, Person 591",male,39.21056125968153,0,0,PC 17591,73.51619428767671,A10,S
592,0,3,"Passenger, Person 592",male,32.52367482342223,0,0,340592,37.3250859010609,,Q
593,1,1,"Passenger, Person 593",male,29.428723031534485,0,0,PC 17593,227.16179701980454,,S
594,0,2,"Passenger, Person 594",male,,0,0,340594,10.89830687750589,A10,S
595,1,3,"Passenger, Person 595",male,45.9996344397972,1,0,340595,0.0,,S
596,0,3,"Passenger, Person 596",male,43.43913370078144,2,0,340596,12.588796117752876,C23 C25 C27,Q
597,1,3,"Passenger, Person 597",female,,0,0,340597,17.821611519876825,C22 C26,S
598,1,1,"Passenger, Person 598",male,35.602258163305756,0,2,PC 17598,17.032242276138852,,S
599,0,1,"Passenger, Person 599",male,15.610977349151355,0,0,PC 17599,20.893900553793618,,S
600,0,1,"Passenger, Person 600",male,9.69553661056051,1,2,PC 17600,207.58928760637752,C23 C25 C27,C
601,1,1,"Passenger, Person 601",male,20.612600243445506,1,1,PC 17601,64.0609774506663,,S
602,0,2,"Passenger, Person 602",male,,0,0,340602,29.2692524140446,,S
603,0,1,"Passenger, Person 603",male,43.520313157953254,0,0,PC 17603,11.586155567353291,C22 C26,S
604,1,1,"Passenger, Person 604",male,37.13973859141075,1,0,PC 17604,79.70864421946615,,S
605,1,1,"Passenger, Person 605",female,,0,0,PC 17605,57.91560841650804,,S
606,1,3,"Passenger, Person 606",male,37.18458516316689,0,0,340606,6.250894373163831,F2,S
607,0,1,"Passenger, Person 607",male,20.39851686926719,0,0,PC 17607,174.26343209869205,,C
608,0,2,"Passenger, Person 608",male,35.96287689777214,0,0,340608,2.604598874770817,,S
609,1,3,"Passenger, Person 609",female,41.305938115801396,1,0,340609,16.980625080624186,,C
610,1,3,"Passenger, Person 610",male,40.63722428229683,3,0,340610,9.773661789604514,,S
611,0,1,"Passenger, Person 611",male,,0,0,PC 17611,116.50630959879821,,S
612,0,3,"Passenger, Person 612",male,39.970405784415426,0,1,340612,9.922657045598067,,S
613,0,3,"Passenger, Person 613",male,34.795999009352954,0,0,340613,23.219123681108332,,C
614,0,1,"Passenger, Person 614",male,45.2171784555882,0,0,PC 17614,10.853197336332144,B96 B98,C
615,0,3,"Passenger, Person 615",male,29.315441740888627,0,0,340615,26.413085108428437,,S
616,1,3,"Passenger, Person 616",male,,0,0,340616,13.363170358581362,,S
